,latitude,longitude 
551,49.136353351,-122.821343315
552,27.5955556,-81.5063889
553,35.696111,51.423056
554,52.355518,-1.17432
555,32.5761111,-111.325
556,43.0794444,-72.4263889
557,32.7833333,-96.8
558,30.4097222,-86.6630556
559,40.0394444,-84.2033333
560,61.2180556,-149.9002778
561,41.654216,-82.820743
562,34.4838889,-114.3216667
563,40.7447222,-73.9491667
564,38.27757,-85.737185
565,35.7719444,-78.6388889
566,40.9250000,-98.3416667
567,41.562321,-72.650649
568,40.822072,140.747365
569,43.6952778,-71.6311111
570,42.4222222,-88.6136111
571,38.5816667,-121.4933333
572,44.2169444,-85.9577778
573,36.728611,-121.2775
574,39.7047222,-105.0808333
575,37.3688889,-122.0352778
576,45.1200000,-93.2875
577,30.5666667,-100.6430556
578,40.3013889,-79.5391667
579,41.9444444,-71.2861111
580,32.7833333,-96.8
581,41.2222222,-73.0569444
582,39.5297222,-119.8127778
583,28.8997222,-82.3747222
584,40.9488889,-78.2255556
585,42.263079,-88.003965
586,38.2544444,-104.6086111
587,40.6669444,-111.8872222
588,34.8480556,-114.6133333
589,40.7141667,-74.0063889
590,36.7280556,-108.2180556
591,38.9905556,-77.0263889
592,52.166667,-2.166667
593,33.967626,-118.383643
594,32.7152778,-117.1563889
595,38.8902778,-77.0844444
596,41.1016667,-80.7647222
597,35.7141667,-83.5102778
598,27.9472222,-82.4586111
599,35.9172222,-82.3011111
600,39.9611111,-82.9988889
601,25.7738889,-80.1938889
602,34.1477778,-118.1436111
603,42.8027778,-83.0130556
604,44.280384,-71.687536
605,54.387039,-130.763003
606,36.0600000,-86.6722222
607,34.1397222,-118.0344444
608,37.2152778,-93.2980556
609,39.3638889,-121.6925
610,32.7152778,-117.1563889
611,6.845363,80.103772
612,35.4119444,-99.4038889
613,36.5858333,-79.3952778
614,51.083333,-114.083333
615,49.589722,11.003889
616,40.9008333,-73.3436111
617,33.4483333,-112.0733333
618,41.525,-88.0816667
619,34.0522222,-118.2427778
620,21.161908,-86.851528
621,39.4194444,-76.7805556
622,34.8780556,-83.4011111
623,41.0333333,-74.6388889
624,40.9730556,-117.7347222
625,44.586581,-73.38009
626,35.2191667,-75.6905556
627,42.981477,-70.947834
628,32.9544444,-97.0147222
629,61.3213889,-149.5677778
630,38.0050000,-121.8047222
631,39.1619444,-84.4569444
632,34.200063,-88.926768
633,40.152593,-76.750247
634,34.0522222,-118.2427778
635,33.9022222,-118.0808333
636,42.4666667,-70.95
637,33.8158333,-78.6802778
638,28.6647222,-82.1130556
639,33.4330556,-79.1216667
640,37.2866667,-98.0255556
641,33.660135,-97.715556
642,14.540111,-74.967637
643,41.7355556,-111.8336111
644,47.6447222,-122.6936111
645,36.1538889,-95.9925
646,29.5072222,-95.0947222
647,49.516667,-96.683333
648,34.4838889,-114.3216667
649,40.3063889,-121.2308333
650,41.5733333,-87.7844444
651,39.2191667,-121.06
652,39.6283333,-84.1594444
653,38.7041667,-77.2280556
654,42.8650000,-71.3744444
655,31.8455556,-102.3672222
656,38.5250000,-89.1333333
657,29.4238889,-98.4933333
658,26.1416667,-81.795
659,30.3341667,-81.3988889
660,47.0380556,-122.8994444
661,42.5702,-82.507759
662,43.397796,-80.036428
663,41.8350000,-87.8227778
664,47.6816667,-122.2075
665,43.193852,-71.572395
666,44.0247222,-88.5425
667,42.9633333,-85.6680556
668,34.0522222,-118.2427778
669,42.6727778,-88.5444444
670,45.890995,-66.684824
671,45.383333,-73.75
672,42.0897222,-76.8080556
673,30.8363889,-83.9788889
674,38.9805556,-76.9372222
675,39.1619444,-84.4569444
676,36.3047222,-86.62
677,32.9536111,-96.89
678,41.2586111,-95.9375
679,37.6455556,-91.5358333
680,64.7511111,-147.3494444
681,33.9686111,-112.7288889
682,42.8688889,-76.9780556
683,42.665197,-82.928643
684,40.5141667,-112.0322222
685,49.083333,-55.266667
686,43.6275000,-89.7708333
687,37.9725000,-90.3897222
688,38.7522222,-121.2869444
689,39.9375000,-77.6613889
690,42.192765,24.333566
691,41.2619444,-95.8608333
692,37.2752778,-107.8794444
693,46.857905,-120.347841
694,42.3583333,-71.0602778
695,39.9375000,-77.6613889
696,40.0991667,-83.1141667
697,39.1141667,-94.6272222
698,41.6352778,-72.7691667
699,33.8358333,-118.3397222
700,35.1477778,-114.5675
701,36.0725000,-79.7922222
702,34.8697222,-111.7602778
703,39.9094444,-94.9675
704,45.6797222,-111.0377778
705,57.944187,19.142479
706,40.9311111,-73.8991667
707,42.9375000,-70.8394444
708,32.7152778,-117.1563889
709,26.0027778,-80.2241667
710,32.7152778,-117.1563889
711,42.586888,-82.919551
712,42.7325,-84.5555556
713,47.2530556,-122.4430556
714,41.3100000,-122.3094444
715,39.5297222,-119.8127778
716,34.1708333,-80.7944444
717,37.7561111,-94.3058333
718,42.166667,-82.816667
719,41.4244444,-91.0430556
720,30.0858333,-94.1016667
721,34.1866667,-118.4480556
722,34.1808333,-118.3080556
723,28.5380556,-81.3794444
724,38.6786111,-121.7722222
725,29.7630556,-95.3630556
726,51.633333,-2.066667
727,38.2775000,-85.7372222
728,30.2669444,-97.7427778
729,39.4830556,-88.3727778
730,39.9783333,-86.1180556
731,35.3619444,-86.2094444
732,41.5733333,-87.7844444
733,18.427445,-67.15407
734,33.5091667,-111.8983333
735,40.7163889,-73.3222222
736,39.2333333,-84.1613889
737,49.25,-123.133333
738,25.7738889,-80.1938889
739,41.8091667,-83.825
740,33.1958333,-117.3786111
741,47.9791667,-122.2008333
742,40.7966667,-81.5216667
743,35.3266667,-79.2555556
744,44.8833333,-108.4688889
745,32.5422222,-83.0705556
746,41.3000000,-80.85
747,42.5802778,-83.0302778
748,41.8500000,-87.65
749,39.3950000,-86.5625
750,40.7372222,-114.0366667
751,43.3636111,-73.3941667
752,51.35,1.1
753,52.355518,-1.17432
754,55.833333,-3.083333
755,43.6136111,-116.2025
756,33.4483333,-112.0733333
757,37.1972222,-87.0363889
758,28.0391667,-81.95
759,29.4238889,-98.4933333
760,31.3380556,-94.7288889
761,38.907231,-77.036464
762,33.9022222,-118.0808333
763,41.8008333,-87.9369444
764,28.5550000,-82.3880556
765,40.7988889,-81.3786111
766,41.8500000,-87.65
767,42.9633333,-85.6680556
768,33.7488889,-84.3880556
769,-8.783195,-124.508523
770,41.2222222,-73.0569444
771,34.0675000,-78.1486111
772,38.3160000,-88.9106
773,47.5002778,-111.3
774,42.9375000,-70.8394444
775,39.9611111,-82.9988889
776,32.2216667,-110.9258333
777,42.2172222,-73.865
778,51.083333,-114.083333
779,29.4238889,-98.4933333
780,45.4313889,-122.7702778
781,31.4636111,-100.4366667
782,39.403986,-84.406761
783,26.1272222,-80.2333333
784,49.25,-123.133333
785,38.2972222,-122.2844444
786,35.2244444,-96.6702778
787,37.004245,-110.173478
788,45.3575,-122.6055556
789,38.942879,-95.060926
790,42.4691667,-75.9119444
791,39.0997222,-94.5783333
792,44.2511111,-116.9683333
793,36.0505556,-93.5183333
794,39.2902778,-76.6125
795,35.2219444,-101.8308333
796,27.9011111,-81.5861111
797,45.6647222,-97.0494444
798,50.800657,-1.984495
799,35.1186111,-120.5897222
800,41.4819444,-81.7983333
801,45.2102778,-123.1975
802,33.6144444,-93.8133333
803,34.0983333,-118.3258333
804,41.6833333,-86.25
805,41.8713889,-72.3691667
806,43.0333333,-112.4375
807,39.0875000,-81.9227778
808,34.367594,-77.710548
809,43.6613889,-70.2558333
810,37.7750000,-122.4183333
811,40.8808333,-88.6297222
812,33.5205556,-86.8025
813,38.8822222,-77.1713889
814,33.1505556,-96.8233333
815,34.2819444,-118.4380556
816,38.7208333,-75.0763889
817,45.2333333,-93.2911111
818,32.794046,34.989571
819,39.5186111,-104.7608333
820,33.7488889,-84.3880556
821,53.883333,-1.916667
822,33.6888889,-78.8869444
823,35.2333333,-106.6638889
824,38.5333333,-123.0841667
825,47.6816667,-122.2075
826,41.7822222,-72.6125
827,36.5663889,-121.9455556
828,35.4913889,-92.0311111
829,34.2072222,-84.1402778
830,29.9986111,-95.2619444
831,34.1072222,-118.0569444
832,36.1866667,-94.1286111
833,35.3627778,-98.4475
834,45.4300000,-122.3736111
835,38.7038889,-107.6083333
836,39.003968,-81.989028
837,42.0652778,-71.2483333
838,47.6063889,-122.3308333
839,37.2708333,-79.9416667
840,38.8338889,-104.8208333
841,34.1063889,-84.0336111
842,28.2438889,-82.7194444
843,51.266667,-1.083333
844,38.7544444,-90.3311111
845,26.6155556,-80.0572222
846,33.4250000,-94.0475
847,37.3488889,-108.5852778
848,34.2072222,-84.1402778
849,40.7141667,-74.0063889
850,34.8172222,-97.4055556
851,39.9241667,-83.8088889
852,45.416667,-75.7
853,47.2152778,-123.0994444
854,41.2619444,-95.8608333
855,39.9536111,-74.1983333
856,53.768509,-2.42362
857,47.7625,-122.2041667
858,42.4525000,-89.0722222
859,42.0772222,-71.63
860,37.6391667,-120.9958333
861,41.1219444,-75.365
862,34.3369444,-79.4313889
863,29.7027778,-96.7802778
864,-22.9083,-43.197077
865,36.2694444,-95.8544444
866,44.383333,-79.7
867,42.6983333,-88.135
868,45.4944444,-122.8658333
869,37.1222222,-76.3461111
870,33.1580556,-117.3497222
871,33.3452778,-110.4525
872,40.9311111,-73.8991667
873,29.643817,-84.913029
874,40.5866667,-122.3905556
875,39.7286111,-121.8363889
876,30.3502778,-89.1527778
877,33.8388889,-83.9008333
878,48.0111111,-122.7675
879,33.591111,-117.073889
880,30.7194444,-86.0444444
881,46.1469444,-122.9072222
882,39.0875,-81.9227778
883,39.5297222,-119.8127778
884,41.4500000,-71.45
885,53.5,-2.216667
886,35.3858333,-94.3983333
887,34.09,-117.8894444
888,40.7141667,-74.0063889
889,37.5483333,-121.9875
890,17.712475,-64.881535
891,41.7847222,-73.9336111
892,32.7947222,-116.9616667
893,49.9,-119.483333
894,30.984298,-91.962333
895,41.0047222,-88.8916667
896,35.9197222,-88.7588889
897,40.3691667,-80.2930556
898,43.666667,-79.416667
899,42.0697222,-87.7877778
900,51.189722,-2.547222
901,43.1200000,-85.56
902,41.040437,-74.294221
903,40.4405556,-79.9961111
904,38.4405556,-122.7133333
905,37.26984,-81.22232
906,37.8016667,-80.4458333
907,32.8475000,-115.5686111
908,36.622878,-82.562098
909,43.5963889,-111.9630556
910,39.1555556,-84.4597222
911,34.0552778,-117.7513889
912,34.8638889,-84.3241667
913,47.0380556,-122.8994444
914,40.623333,-74.601111
915,38.832331,-120.358663
916,39.011902,-98.484246
917,32.64,-117.0833333
918,46.216667,-63.483333
919,41.9202778,-79.6405556
920,43.4194444,-83.9508333
921,38.6880556,-83.6094444
922,58.4133333,-135.7369444
923,-23.000371,-43.365895
924,20.484698,84.226019
925,40.1461111,-74.7122222
926,45.5061111,-91.7380556
927,33.2,-117.2416667
928,37.6041667,-75.69
929,47.1719444,-122.5172222
930,39.8027778,-105.0869444
931,40.6763889,-74.2911111
932,35.2225000,-97.4391667
933,38.2325000,-122.6355556
934,33.7488889,-84.3880556
935,29.4236111,-95.2438889
936,43.0125000,-83.6875
937,28.8002778,-81.2733333
938,34.0005556,-81.035
939,35.7452778,-81.685
940,45.5608333,-94.1622222
941,40.7141667,-74.0063889
942,33.5205556,-86.8025
943,35.0886111,-92.4419444
944,33.9791667,-118.0319444
945,44.505082,-75.273682
946,40.9402778,-74.1322222
947,40.5819444,-74.9594444
948,37.6922222,-97.3372222
949,47.3005556,-122.44
950,45.4563889,-123.8427778
951,38.829891,-89.672793
952,35.802011,-86.911391
953,29.7352778,-94.9772222
954,49.683333,-125.0
955,32.5091667,-92.1191667
956,37.5483333,-121.9875
957,33.5091667,-111.8983333
958,32.4063889,-97.2113889
959,28.9333333,-81.9486111
960,54.5,-128.583333
961,41.0263889,-73.6288889
962,33.8158333,-78.6802778
963,41.2752778,-75.8505556
964,33.8958333,-118.2191667
965,33.4483333,-112.0733333
966,37.004245,-110.173478
967,44.0838889,-93.2258333
968,38.9536111,-94.7333333
969,42.3266667,-122.8744444
970,37.7750000,-122.4183333
971,19.195096,-100.132673
972,37.0475000,-112.5255556
973,58.3019444,-134.4197222
974,41.1366667,-95.8905556
